"account_id","id","clone_url","owner_id","secret_id","name"
882,4119,git@git.epam.com:dsny-roku/dsny-roku.git,875,973,git@git.epam.com:dsny-roku/dsny-roku.git
921,4282,ssh://anivi@vs-ssh.visualstudio.com:22/SubstrateWikiRuntimeAzure/_ssh/SubstrateWikiRuntimeAzure,913,1027,griffingit
961,4563,git@github.com:BaristaVentures/sniffle-bookings.git,953,1070,sniffle-bookings
961,4562,git@github.com:BaristaVentures/sniffle-prescriptions.git,953,1070,sniffle-bookings
979,4615,git@git.wrke.in:frontend/wrike-calendar-app.git,971,1090,cal
991,4704,git@github.com:dubizzle/dubizzle.git,983,1105,gitential_dubizzle
991,4705,git@github.com:dubizzle/property-lpv-frontend.git,983,1105,gitential_dubizzle
991,4703,git@git.naspersclassifieds.com:olx/dubizzle/developers/mobile/android/dubizzle-android-gradle.git,983,1104,gitential
991,4706,git@github.com:dubizzle/property-lpv-desktop.git,983,1104,gitential
1009,4804,git@git.crowdstar.com:crowdstar/Space.git,1000,1125,Gitential
1009,4813,git@git.crowdstar.com:crowdstar/inbox-service.git,1000,1125,Gitential
1009,4805,git@git.crowdstar.com:crowdstar/covetfashion_c3.git,1000,1125,Gitential
1009,4814,git@git.crowdstar.com:crowdstar/inbox-client.git,1000,1125,Gitential
1009,4802,git@git.crowdstar.com:crowdstar/Covet_Server.git,1000,1125,Gitential
1009,4811,git@git.crowdstar.com:crowdstar/receipt-validation-service.git,1000,1125,Gitential
1009,4803,git@git.crowdstar.com:crowdstar/home-server.git,1000,1125,Gitential
1009,4812,git@git.crowdstar.com:crowdstar/home-cms.git,1000,1125,Gitential
1012,4815,git@bitbucket.org:davidgovea/firstsight.git,1003,1130,test2
1031,4877,ssh://git@bitbucket.org/ConsoleAU/console2-propertymanagerapp.git,1022,1149,ConsoleAU
1031,4881,ssh://git@bitbucket.org/ConsoleAU/console2-common-elasticsearch.git,1022,1149,ConsoleAU
1031,4885,ssh://git@bitbucket.org/ConsoleAU/console2-datasanity.git,1022,1149,ConsoleAU
1031,4889,ssh://git@bitbucket.org/ConsoleAU/console2-inspection-api.git,1022,1149,ConsoleAU
1031,4893,ssh://git@bitbucket.org/ConsoleAU/console2-migration-api.git,1022,1149,ConsoleAU
1031,4897,ssh://git@bitbucket.org/ConsoleAU/console2-office-api.git,1022,1149,ConsoleAU
1031,4901,ssh://git@bitbucket.org/ConsoleAU/console2-poc-activitystream-api.git,1022,1149,ConsoleAU
1031,4905,ssh://git@bitbucket.org/ConsoleAU/console2-router-api.git,1022,1149,ConsoleAU
1031,4909,ssh://git@bitbucket.org/ConsoleAU/console2-sms-api.git,1022,1149,ConsoleAU
1031,4913,ssh://git@bitbucket.org/ConsoleAU/console2-tenantapp.git,1022,1149,ConsoleAU
1031,4861,ssh://git@bitbucket.org/ConsoleAU/console2-accounting-api.git,1022,1149,ConsoleAU
1031,4865,ssh://git@bitbucket.org/ConsoleAU/console2-activity-api.git,1022,1149,ConsoleAU
1031,4869,ssh://git@bitbucket.org/ConsoleAU/console2-caching-utils.git,1022,1149,ConsoleAU
1031,4873,ssh://git@bitbucket.org/ConsoleAU/console2-email-api.git,1022,1149,ConsoleAU
1031,4874,ssh://git@bitbucket.org/ConsoleAU/console2-document-api.git,1022,1149,ConsoleAU
1031,4878,ssh://git@bitbucket.org/ConsoleAU/console2-propertymanagerapp-bff.git,1022,1149,ConsoleAU
1031,4882,ssh://git@bitbucket.org/ConsoleAU/console2-common-functional.git,1022,1149,ConsoleAU
1031,4886,ssh://git@bitbucket.org/ConsoleAU/console2-dissection-api.git,1022,1149,ConsoleAU
1031,4890,ssh://git@bitbucket.org/ConsoleAU/console2-landlord-web.git,1022,1149,ConsoleAU
1031,4894,ssh://git@bitbucket.org/ConsoleAU/console2-migration-web.git,1022,1149,ConsoleAU
1031,4898,ssh://git@bitbucket.org/ConsoleAU/console2-onboarding-api.git,1022,1149,ConsoleAU
1031,4902,ssh://git@bitbucket.org/ConsoleAU/console2-portfolio-api.git,1022,1149,ConsoleAU
1031,4906,ssh://git@bitbucket.org/ConsoleAU/console2-sales-api.git,1022,1149,ConsoleAU
1031,4910,ssh://git@bitbucket.org/ConsoleAU/console2-storage-api.git,1022,1149,ConsoleAU
1031,4914,ssh://git@bitbucket.org/ConsoleAU/console2-tenantapp-bff.git,1022,1149,ConsoleAU
1031,4862,ssh://git@bitbucket.org/ConsoleAU/console2-auth-api.git,1022,1149,ConsoleAU
1031,4866,ssh://git@bitbucket.org/ConsoleAU/console2-address-api.git,1022,1149,ConsoleAU
1031,4870,ssh://git@bitbucket.org/ConsoleAU/console2-cleanup.git,1022,1149,ConsoleAU
1031,4875,ssh://git@bitbucket.org/ConsoleAU/console2-process-engine.git,1022,1149,ConsoleAU
1031,4879,ssh://git@bitbucket.org/ConsoleAU/console2-agreement-api.git,1022,1149,ConsoleAU
1031,4883,ssh://git@bitbucket.org/ConsoleAU/console2-cookiecutters.git,1022,1149,ConsoleAU
1031,4887,ssh://git@bitbucket.org/ConsoleAU/console2-fee-api.git,1022,1149,ConsoleAU
1031,4891,ssh://git@bitbucket.org/ConsoleAU/console2-lease-renewal-process-api.git,1022,1149,ConsoleAU
1031,4895,ssh://git@bitbucket.org/ConsoleAU/console2-note-api.git,1022,1149,ConsoleAU
1031,4899,ssh://git@bitbucket.org/ConsoleAU/console2-onboarding-poc.git,1022,1149,ConsoleAU
1031,4903,ssh://git@bitbucket.org/ConsoleAU/console2-receipting-api.git,1022,1149,ConsoleAU
1031,4907,ssh://git@bitbucket.org/ConsoleAU/console2-search-api.git,1022,1149,ConsoleAU
1031,4911,ssh://git@bitbucket.org/ConsoleAU/console2-supplierapp.git,1022,1149,ConsoleAU
1031,4863,ssh://git@bitbucket.org/ConsoleAU/console2-contact-api.git,1022,1149,ConsoleAU
1031,4867,ssh://git@bitbucket.org/ConsoleAU/console2-bank-account-api.git,1022,1149,ConsoleAU
1031,4871,ssh://git@bitbucket.org/ConsoleAU/console2-common-api-framework.git,1022,1149,ConsoleAU
1031,4876,ssh://git@bitbucket.org/ConsoleAU/console2-property-api.git,1022,1149,ConsoleAU
1031,4880,ssh://git@bitbucket.org/ConsoleAU/console2-audit-poc.git,1022,1149,ConsoleAU
1031,4884,ssh://git@bitbucket.org/ConsoleAU/console2-data-gen-tool.git,1022,1149,ConsoleAU
1031,4888,ssh://git@bitbucket.org/ConsoleAU/console2-form-api.git,1022,1149,ConsoleAU
1031,4892,ssh://git@bitbucket.org/ConsoleAU/console2-maintenance-api.git,1022,1149,ConsoleAU
1031,4896,ssh://git@bitbucket.org/ConsoleAU/console2-notification-api.git,1022,1149,ConsoleAU
1031,4900,ssh://git@bitbucket.org/ConsoleAU/console2-payment-gateway-api.git,1022,1149,ConsoleAU
1031,4904,ssh://git@bitbucket.org/ConsoleAU/console2-reporting-api.git,1022,1149,ConsoleAU
1031,4908,ssh://git@bitbucket.org/ConsoleAU/console2-search-stream.git,1022,1149,ConsoleAU
1031,4912,ssh://git@bitbucket.org/ConsoleAU/console2-supplierapp-bff.git,1022,1149,ConsoleAU
1031,4860,ssh://git@bitbucket.org/ConsoleAU/console2-web.git,1022,1149,ConsoleAU
1031,4864,ssh://git@bitbucket.org/ConsoleAU/console2-accounts-web.git,1022,1149,ConsoleAU
1031,4868,ssh://git@bitbucket.org/ConsoleAU/console2-bpay-api.git,1022,1149,ConsoleAU
1031,4872,ssh://git@bitbucket.org/ConsoleAU/console2-creditor-api.git,1022,1149,ConsoleAU
1057,5033,ssh://git@stash.compeople.eu:7999/dv/de.dv.ui.portal.git,1046,1176,gitential
1063,5070,ssh://git@gitlab.com:Stasinevich/homsters.git,1052,1184,homsters
1086,5574,git@github.com:ZTechInc/Zerv-Web.git,1074,1208,test
1086,5579,git@bitbucket.org:samsingh/zervport-api.git,1074,1210,zerv
1086,5575,git@github.com:ZTechInc/Zerv-Mobile.git,1074,1208,test
1086,5580,git@bitbucket.org:samsingh/zerv-web.git,1074,1210,zerv
1086,5576,git@github.com:ZTechInc/ZervPort-API.git,1074,1208,test
1086,5581,git@bitbucket.org:samsingh/zerv-mobile.git,1074,1210,zerv
1086,5577,git@github.com:ZTechInc/Zerv-API.git,1074,1208,test
1086,5582,git@bitbucket.org:samsingh/zerv-api.git,1074,1210,zerv
1101,5625,git@github.com:HealthScapeAdvisors/DataMigrationLibraryCore.git,1089,1224,Pareto_keys
1101,5629,git@github.com:HealthScapeAdvisors/MAScoringServer.git,1089,1224,Pareto_keys
1101,5633,git@github.com:HealthScapeAdvisors/ParetoProfiles.git,1089,1224,Pareto_keys
1101,5652,git@github.com:HealthScapeAdvisors/HSAStaffing.git,1089,1224,Pareto_keys
1101,5656,git@github.com:HealthScapeAdvisors/TargetListUI.git,1089,1224,Pareto_keys
1101,5660,git@github.com:HealthScapeAdvisors/EngageDirectAddress.git,1089,1224,Pareto_keys
1101,5613,git@github.com:HealthScapeAdvisors/PipelineDataWriter.git,1089,1224,Pareto_keys
1101,5617,git@github.com:HealthScapeAdvisors/CatalogManager.git,1089,1224,Pareto_keys
1101,5621,git@github.com:HealthScapeAdvisors/DataTransformation.git,1089,1224,Pareto_keys
1101,5626,git@github.com:HealthScapeAdvisors/DataDeIdentification.git,1089,1224,Pareto_keys
1101,5630,git@github.com:HealthScapeAdvisors/ACAScoringServer.git,1089,1224,Pareto_keys
1101,5634,git@github.com:HealthScapeAdvisors/ParetoClient.git,1089,1224,Pareto_keys
1101,5653,git@github.com:HealthScapeAdvisors/ExcelParser.git,1089,1224,Pareto_keys
1101,5657,git@github.com:HealthScapeAdvisors/SparkProfileCrawler.git,1089,1224,Pareto_keys
1101,5661,git@github.com:HealthScapeAdvisors/SparkStarter.git,1089,1224,Pareto_keys
1101,5614,git@github.com:HealthScapeAdvisors/KeystoneUI.git,1089,1224,Pareto_keys
1101,5618,git@github.com:HealthScapeAdvisors/DataProfiler.git,1089,1224,Pareto_keys
1101,5622,git@github.com:HealthScapeAdvisors/PipelineDataMonitor.git,1089,1224,Pareto_keys
1101,5623,git@github.com:HealthScapeAdvisors/CCDAParser.git,1089,1224,Pareto_keys
1101,5627,git@github.com:HealthScapeAdvisors/MSPVServer.git,1089,1224,Pareto_keys
1101,5631,git@github.com:HealthScapeAdvisors/ParetoCustomReportsWebAPI.git,1089,1224,Pareto_keys
1101,5639,git@github.com:HealthScapeAdvisors/EngageServer.git,1089,1224,Pareto_keys
1101,5654,git@github.com:HealthScapeAdvisors/EngageTargetList.git,1089,1224,Pareto_keys
1101,5658,git@github.com:HealthScapeAdvisors/WebMonitor.git,1089,1224,Pareto_keys
1101,5662,git@github.com:HealthScapeAdvisors/PipelineDataQuality.git,1089,1224,Pareto_keys
1101,5615,git@github.com:HealthScapeAdvisors/PipelineLibrary.git,1089,1224,Pareto_keys
1101,5619,git@github.com:HealthScapeAdvisors/ResourceClassification.git,1089,1224,Pareto_keys
1101,5624,git@github.com:HealthScapeAdvisors/DataPipelineUI.git,1089,1224,Pareto_keys
1101,5628,git@github.com:HealthScapeAdvisors/MSPValidation.git,1089,1224,Pareto_keys
1101,5632,git@github.com:HealthScapeAdvisors/ParetoUtils.git,1089,1224,Pareto_keys
1101,5651,git@github.com:HealthScapeAdvisors/HSAStaffingSys.git,1089,1224,Pareto_keys
1101,5655,git@github.com:HealthScapeAdvisors/TargetListAPI.git,1089,1224,Pareto_keys
1101,5659,git@github.com:HealthScapeAdvisors/AWSLibrary.git,1089,1224,Pareto_keys
1101,5616,git@github.com:HealthScapeAdvisors/PipelineDataManager.git,1089,1224,Pareto_keys
1101,5620,git@github.com:HealthScapeAdvisors/PipelineDataIngestion.git,1089,1224,Pareto_keys
1139,5943,ssh://git@github.com:ionq/ionq-cloud.git,1126,1262,ionq
1160,6096,ssh://root@devapi.feedmeonline.co.uk/var/www/git/accounts.git,1146,1283,ap
1160,6100,ssh://root@devapi.feedmeonline.co.uk/var/www/git/takeawayapp.git,1146,1283,ap
1160,6104,ssh://root@devapi.feedmeonline.co.uk/var/www/git/website-template.git,1146,1283,ap
1160,6108,ssh://root@devapi.feedmeonline.co.uk/src/fmoapp.git,1146,1283,ap
1160,6097,ssh://root@devapi.feedmeonline.co.uk/var/www/git/api.git,1146,1283,ap
1160,6101,git@51.15.223.128:/src/takeawayapp.git,1146,1283,ap
1160,6105,ssh://root@devapi.feedmeonline.co.uk/var/www/git/ap-manager.git,1146,1283,ap
1160,6109,ssh://root@devapi.feedmeonline.co.uk/src/takeawayapp.git,1146,1283,ap
1160,6098,ssh://root@devapi.feedmeonline.co.uk/var/www/git/fmo-app.git,1146,1283,ap
1160,6102,ssh://root@51.15.223.128:/src/fmoapp.git,1146,1283,ap
1160,6106,ssh://root@devapi.feedmeonline.co.uk/var/www/git/fmo-site.git,1146,1283,ap
1160,6110,ssh://root@devapi.feedmeonline.co.uk/var/www/git/admin.git,1146,1283,ap
1160,6099,ssh://root@devapi.feedmeonline.co.uk/var/www/git/fmo-website.git,1146,1283,ap
1160,6103,ssh://root@devapi.feedmeonline.co.uk/var/www/git/financial-reports.git,1146,1283,ap
1160,6107,ssh://root@devapi.feedmeonline.co.uk/var/www/git/fmoapp.git,1146,1283,ap
1175,6150,git@gitlab.baltic-amadeus.lt:r/konferencijos.git,1161,1300,studentai
1175,6155,ssh://git@gitlab.baltic-amadeus.lt:r/retro360.git,1161,1300,studentai
1175,6156,ssh://git@gitlab.baltic-amadeus.lt:r/konferencijos.git,1161,1300,studentai
1175,6149,git@gitlab.baltic-amadeus.lt:r/retro360.git,1161,1300,studentai
1223,6388,ssh://raja@git-codecommit.ap-south-1.amazonaws.com/v1/repos/widgets,1208,1349,aws-raja
1225,6398,git@git.mpib-berlin.mpg.de:castellum/castellum.git,1210,1352,gitential
1242,6516,git@git.appzio.com:actions/actionMitems.git,1226,1376,Gitlab
1242,6961,ssh://git@git.appzio.com:actions/php-library-2.git,1226,1376,Gitlab
1242,7403,git@git.appzio.com:actions/officernd.git,1226,1376,Gitlab
1242,6512,git@git.appzio.com:actions/mintro.git,1226,1376,Gitlab
1242,6517,git@git.appzio.com:actions/action-mgdpr.git,1226,1376,Gitlab
1242,6962,git@git.appzio.com:actions/php-library-2.git,1226,1376,Gitlab
1242,11883,git@git.appzio.com:appzio/parkme.git,1226,1376,Gitlab
1242,6513,git@git.appzio.com:actions/mregister.git,1226,1376,Gitlab
1242,6514,git@git.appzio.com:actions/actionmobileappsettings.git,1226,1376,Gitlab
1242,6615,git@git.appzio.com:appzio/appzioUI.git,1226,1376,Gitlab
1242,7401,git@git.appzio.com:private-themes/xwhy.git,1226,1376,Gitlab
1242,11884,git@git.appzio.com:timo/parkme-unittests.git,1226,1376,Gitlab
1242,6510,git@git.appzio.com:appziodevelopers/docker-internal.git,1226,1376,Gitlab
1242,6515,git@git.appzio.com:actions/action-actionmlogin.git,1226,1376,Gitlab
1242,6960,git@git.appzio.com:actions/php-llibrary-2.git,1226,1376,Gitlab
1242,7402,git@git.appzio.com:actions/php-library-3.git,1226,1376,Gitlab
1242,12323,git@git.appzio.com:appzio/theme-parkme.git,1226,1376,Gitlab
1242,6511,git@git.appzio.com:private-themes/linku.git,1226,1376,Gitlab
1243,6504,git@github.com:TravelMedia/travel-data.git,1227,1371,TravelMedia
1243,6508,git@github.com:TravelMedia/aws-tools.git,1227,1371,TravelMedia
1243,6501,git@github.com:TravelMedia/TravelAds.git,1227,1371,TravelMedia
1243,6505,git@github.com:TravelMedia/Analytics.git,1227,1371,TravelMedia
1243,6502,git@github.com:TravelMedia/go-TravelMedia.git,1227,1371,TravelMedia
1243,6506,git@github.com:TravelMedia/changeset-loader.git,1227,1371,TravelMedia
1243,6503,git@github.com:TravelMedia/Travel.DBs.git,1227,1371,TravelMedia
1243,6507,git@github.com:TravelMedia/cloudformation.git,1227,1371,TravelMedia
1245,6509,git@github.com:LoungeBuddy/LBBooking.git,1229,1375,Gitential
1267,6963,ssh://cskang@git2.miridih.com:7990,1251,1401,gitential
1267,6964,ssh://git@git2.miridih.com:7999/api/pre-flight.git,1251,1401,gitential
1267,6965,ssh://git@git2.miridih.com:7999/miriweb/web-java.git,1251,1401,gitential
1275,6649,git@gitlab.com:esteban.eid/yasta.git,1258,1409,Gitential
1275,7412,git@gitlab.com:esteban.eid/egaz-android.git,1258,1409,Gitential
1275,6650,git@gitlab.com:esteban.eid/UltraCreditos.git,1258,1409,Gitential
1275,7413,git@gitlab.com:esteban.eid/egaz.git,1258,1409,Gitential
1275,6651,git@gitlab.com:esteban.eid/UltraCreditosApp.git,1258,1409,Gitential
1275,7414,git@gitlab.com:esteban.eid/convertisseur.git,1258,1409,Gitential
1275,6648,git@gitlab.com:esteban.eid/JardinDeCasasV2.git,1258,1409,Gitential
1275,7411,git@gitlab.com:esteban.eid/econv-android.git,1258,1409,Gitential
1281,6678,git@gitlab.com:homi/react-native.git,1264,1416,Gitlab-dupe
1281,6680,git@gitlab.com:homi/web-ui.git,1264,1416,Gitlab-dupe
1281,6679,git@gitlab.com:homi/rest-backend.git,1264,1416,Gitlab-dupe
1295,6937,ssh://git@gitlab.com:deasil/pp.git,1276,1429,gitential
1295,6938,git@gitlab.com:deasil/pp.git,1276,1429,gitential
1323,7013,git@github.com:shiftio/drive-web.git,1304,1460,Gitential
1327,7212,ssh://git@github.com:Adikteev/audience.git,1308,1466,gitential
1359,7408,ssh://git@github.com:Helical-Levity/tomahawque-app.git,1339,1500,Gitential Magnetic Rock
